rank,rank_sharpe,ma_window,entry_z,exit_z,zscore_valid_rows,sharpe_ratio,daily_return_count,daily_return_mean,daily_return_std,return_over_max_dd,sharpe_rank_eligible,trade_count,winning_trades,losing_trades,win_rate,gross_pnl_twd,net_pnl_twd,return_pct,max_drawdown_twd,max_drawdown_pct,profit_factor,avg_trade_pnl_twd,exposure_minutes,exposure_ratio,total_fee_twd,total_crossing_cost_twd,start,end,rank_net_pnl,rank_return_over_max_dd
60,60,780,2.5,0.25,7151,3.7067617639044825,23,0.001150918016938017,0.0049288997451524645,1.2005150758662124,True,9,8,1,0.8888888888888888,104517.88345804765,53072.10275191207,0.026536051375956042,-45263.77429921017,-0.022103888497034808,5.903532375665218,5896.9003057680075,13064,0.34671833116590145,51445.78070613558,39929.02886251462,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,73,72
61,61,1560,0.75,-0.25,7151,3.6788289866993504,23,0.0016483116733111184,0.007112626522961061,1.5046291208764269,True,24,18,6,0.75,210097.82350619382,76066.59672872422,0.038033298364362096,-51807.25494045578,-0.025277523767590113,3.393929964139523,3169.441530363509,27115,0.7196316250431275,134031.2267774696,104067.93036165641,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,46,58
62,62,3900,0.75,-0.25,7151,3.6294816865591475,23,0.0014744392897422388,0.006448854168407057,1.4464475400903856,True,18,13,5,0.7222222222222222,170083.12904337217,67995.21761914762,0.03399760880957381,-47984.94747819728,-0.02350421143337792,5.28320850790706,3777.5120899526455,27939,0.7415005706096234,102087.91142422454,79435.5174816772,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,56,59
63,63,390,0.75,0.25,7151,3.5508058400531017,23,0.0011809045736002539,0.005279443536904262,1.0342790234424588,True,55,37,18,0.6727272727272727,368475.7501859041,54405.72589400936,0.027202862947004615,-53527.53992938786,-0.026301280728350786,1.5620677558724623,989.1950162547156,34559,0.9171952546511319,314070.02429189475,243872.8943156458,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,71,81
64,64,390,1.5,-0.25,7151,3.5309232601163023,23,0.0011671810205604448,0.005247472948980129,1.513824574890765,True,35,21,14,0.6,252853.08230534522,53764.88844571468,0.02688244422285736,-35725.90087503148,-0.01775796526806757,2.349196694132977,1536.1396698775623,13139,0.3487088298521723,199088.19385963056,154381.23323284692,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,72,57
65,65,3900,0.75,0.0,7151,3.449331537017759,23,0.0014334895968202723,0.006597203439824335,1.41589614008289,True,13,11,2,0.8461538461538461,139276.29209902437,66007.9638084124,0.03300398190420622,-47984.94747819728,-0.023309606524016716,8.46261755244764,5077.535677570185,28394,0.7535762626396667,73268.32829061197,56963.71934739958,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,58,61
66,66,780,0.75,0.0,7151,3.2698812828886012,23,0.0011480432240310058,0.005573480996451821,1.1767466290054969,True,32,20,12,0.625,233852.07759468933,52787.072827639844,0.02639353641381988,-45263.77429921017,-0.022429243273996743,1.9822007125490035,1649.5960258637451,29379,0.779718145386024,181065.0047670495,140563.06133024718,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,74,74
67,67,3900,0.75,0.25,7151,3.0427009802499816,23,0.0013324496057410577,0.00695171227314082,1.3109453889489142,True,10,9,1,0.9,117396.48959728786,61108.31785173969,0.03055415892586985,-47984.94747819728,-0.023306965479597493,16.244834227233188,6110.8317851739685,34166,0.9067650415350725,56288.171745548185,43754.77277162605,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,62,69
68,68,390,1.0,0.25,7151,2.919417678993449,23,0.0009358237224759871,0.005088597342850601,0.8158992024057783,True,42,27,15,0.6428571428571429,280687.540715465,42913.53163470229,0.021456765817351172,-53527.53992938786,-0.026298304685288675,1.5223980759853522,1021.7507532071974,25237,0.6697895379389049,237774.00908076268,184522.83987202024,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,85,87
69,69,780,0.75,-0.25,7151,2.6809701691385044,23,0.0009397360795682,0.005564346802197819,0.9614583917457121,True,41,28,13,0.6829268292682927,274529.49630184786,42987.257546466026,0.021493628773233037,-45263.77429921017,-0.022355235502398842,1.6306621499591887,1048.469696255269,26693,0.7084317524350434,231542.23875538187,179627.97524482562,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,84,84
70,70,3900,1.0,0.5,7151,2.018776319649957,23,0.0009650975057579155,0.007588977440374126,0.9825783954415099,True,5,4,1,0.8,72823.6215617352,43574.78828559757,0.021787394142798847,-45944.39198258915,-0.022173695497354123,10.412800005500893,8714.957657119514,33278,0.8831975370896256,29248.833276137622,22701.36667095878,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,83,83
